STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1003;19470101;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   3.5;    -999;   -5.8;   87.00;   -1.5;   -9.6;  -11.8;eor
       1003;19470102;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.0;   4.1;    -999;   -3.7;   89.00;   -2.1;  -12.8;  -11.3;eor
       1003;19470103;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   4.0;    -999;   -4.1;   86.00;   -1.8;   -5.6;   -4.2;eor
       1003;19470104;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   2.0;    -999;  -11.4;   77.00;   -4.7;  -13.6;  -14.5;eor
       1003;19470105;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   1.5;    -999;  -15.3;   75.00;  -10.8;  -17.8;  -18.7;eor
       1003;19470106;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   1.3;    -999;  -17.2;   79.00;  -13.0;  -19.2;  -20.3;eor
       1003;19470107;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   1.5;    -999;  -15.5;   78.00;  -11.1;  -19.7;  -21.2;eor
       1003;19470108;-999;-999;-999;    5;   0.0;   8;-999;   0;   2.4;   1.7;    -999;  -13.4;   79.00;  -11.0;  -19.2;  -21.5;eor
       1003;19470109;-999;-999;-999;    5;   2.8;   7;-999;   0;   8.0;   3.6;    -999;   -4.8;   87.00;   -3.6;  -12.0;  -12.6;eor
       1003;19470110;-999;-999;-999;    5;   4.0;   7;-999;   3;   8.0;   3.3;    -999;   -7.5;   89.00;   -1.0;  -10.4;   -5.3;eor
       1003;19470111;-999;-999;-999;    5;   2.3;   8;-999;  10;   8.0;   2.7;    -999;   -9.2;   88.00;   -8.6;  -10.8;   -8.9;eor
       1003;19470112;-999;-999;-999;    5;   0.5;   1;-999;   3;   7.2;   7.1;    -999;    3.2;   91.00;    4.3;   -9.0;   -9.4;eor
       1003;19470113;-999;-999;-999;    5;   4.6;   1;-999;   0;   7.0;   7.1;    -999;    4.5;   84.00;    5.5;    1.9;   -0.2;eor
       1003;19470114;-999;-999;-999;    5;   1.5;   1;-999;   0;   5.0;   6.7;    -999;    4.3;   81.00;    5.3;    2.9;    1.4;eor
       1003;19470115;-999;-999;-999;    5;   0.1;   1;-999;   0;   8.0;   8.5;    -999;    6.9;   87.00;    7.9;    3.7;    2.1;eor
       1003;19470116;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.2;   7.5;    -999;    6.5;   74.00;   12.4;    3.7;   -0.4;eor
       1003;19470117;-999;-999;-999;    5;   1.7;   1;-999;   0;   3.2;   7.1;    -999;    6.9;   72.00;    9.8;    0.0;   -4.5;eor
       1003;19470118;-999;-999;-999;    5;   3.8;   1;-999;   0;   3.4;   6.5;    -999;    3.7;   82.00;    6.1;    2.3;    0.4;eor
       1003;19470119;-999;-999;-999;    5;   0.2;   1;-999;   0;   5.8;   6.1;    -999;    1.3;   91.00;    3.4;    0.5;    0.0;eor
       1003;19470120;-999;-999;-999;    5;   0.2;   7;-999;   0;   4.8;   4.8;    -999;   -1.6;   88.00;    0.9;   -2.8;   -3.1;eor
       1003;19470121;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.0;   4.1;    -999;   -2.9;   83.00;   -1.9;   -3.5;   -6.5;eor
       1003;19470122;-999;-999;-999;    5;   1.4;   7;-999;   0;   7.4;   3.9;    -999;   -4.3;   88.00;   -2.6;   -5.1;   -7.6;eor
       1003;19470123;-999;-999;-999;    5;   0.5;   7;-999;   4;   5.8;   3.3;    -999;   -6.3;   84.00;   -2.9;   -8.2;  -10.4;eor
