STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1990;19510101;-999;-999;-999;    5;   3.9;   7;-999;   2;   7.3;   4.7;    -999;   -1.9;   90.00;    0.8;  -10.3;  -12.0;eor
       1990;19510102;-999;-999;-999;    5;   8.5;   7;-999;   5;   7.7;   5.5;    -999;   -0.5;   93.00;    0.8;   -2.6;   -4.5;eor
       1990;19510103;-999;-999;-999;    5;   0.1;   7;-999;  17;   7.3;   5.7;    -999;    0.4;   90.00;    2.2;   -1.1;   -1.3;eor
       1990;19510104;-999;-999;-999;    5;   0.4;   8;    0.400;  11;   7.3;   6.1;    -999;    1.6;   90.00;    2.8;    1.2;   -2.5;eor
       1990;19510105;-999;-999;-999;    5;   6.4;   1;    0.000;   8;   8.0;   7.7;    -999;    4.8;   91.00;    6.4;    1.2;   -0.4;eor
       1990;19510106;-999;-999;-999;    5;   7.0;   1;    0.000;   0;   8.0;   7.7;    -999;    4.0;   95.00;    6.0;    3.0;    0.2;eor
       1990;19510107;-999;-999;-999;    5;  10.2;   1;    0.700;   0;   8.0;   7.5;    -999;    4.8;   86.00;    7.7;    3.7;    1.7;eor
       1990;19510108;-999;-999;-999;    5;   1.9;   1;    0.000;   0;   8.0;   7.2;    -999;    4.5;   88.00;    5.8;    2.0;    0.0;eor
       1990;19510109;-999;-999;-999;    5;  10.1;   8;    0.000;   0;   8.0;   7.6;    -999;    4.1;   90.00;    6.1;    2.7;    3.1;eor
       1990;19510110;-999;-999;-999;    5;   1.2;   1;    1.300;   0;   5.3;   5.7;    -999;    1.6;   86.00;    3.1;    0.0;   -2.0;eor
       1990;19510111;-999;-999;-999;    5;   5.5;   1;    0.000;   0;   8.0;   8.5;    -999;    6.7;   88.00;    7.1;    2.7;    0.5;eor
       1990;19510112;-999;-999;-999;    5;   0.0;   0;    0.800;   0;   5.7;   7.3;    -999;    5.3;   78.00;    8.2;    2.9;    4.3;eor
       1990;19510113;-999;-999;-999;    5;   1.4;   1;    3.400;   0;   5.3;   6.4;    -999;    4.2;   78.00;    5.7;    0.3;   -2.7;eor
       1990;19510114;-999;-999;-999;    5;   6.0;   8;    0.000;   0;   5.0;   7.1;    -999;    3.2;   89.00;    5.6;    1.2;    0.2;eor
       1990;19510115;-999;-999;-999;    5;   4.5;   1;    2.100;   0;   4.7;   7.1;    -999;    4.0;   87.00;    4.5;    2.0;   -1.0;eor
       1990;19510116;-999;-999;-999;    5;   0.7;   1;    3.200;   0;   5.0;   6.8;    -999;    3.7;   86.00;    5.0;    2.0;   -0.6;eor
       1990;19510117;-999;-999;-999;    5;  14.0;   8;    0.000;   0;   8.0;   7.7;    -999;    5.4;   89.00;    7.5;    2.2;    0.6;eor
       1990;19510118;-999;-999;-999;    5;  12.8;   1;    0.000;   0;   7.7;   8.3;    -999;    5.0;   94.00;    7.4;    3.6;    3.7;eor
       1990;19510119;-999;-999;-999;    5;   1.8;   1;    0.100;   0;   8.0;   7.2;    -999;    5.2;   82.00;    6.0;    3.3;    1.0;eor
       1990;19510120;-999;-999;-999;    5;   0.0;   0;    0.900;   0;   2.7;   6.1;    -999;    2.7;   79.00;    5.6;    1.2;    0.7;eor
       1990;19510121;-999;-999;-999;    5;   0.0;   0;    7.000;   0;   0.3;   4.0;    -999;   -1.2;   71.00;    1.5;   -2.4;   -3.6;eor
       1990;19510122;-999;-999;-999;    5;   2.9;   1;    0.000;   0;   8.0;   6.1;    -999;    1.7;   91.00;    4.0;   -3.3;   -5.8;eor
       1990;19510123;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   8.0;   7.2;    -999;    2.8;   96.00;    4.3;    2.4;   -1.4;eor
       1990;19510124;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   8.0;   6.7;    -999;    1.5;   95.00;    3.1;    0.5;    0.5;eor
       1990;19510125;-999;-999;-999;    5;   0.0;   0;    6.600;   0;   4.0;   3.3;    -999;   -2.8;   65.00;    0.6;   -3.8;   -4.8;eor
