STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       2437;20180630;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  11.3; 1017.84;   17.9;   57.88;   -999;   -999;-999;eor
       2437;20180701;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;   9.7; 1019.23;   17.5;   51.88;   -999;   -999;-999;eor
       2437;20180702;-999;-999;-999;    3;   0.0;   0;-999;   0;   1.3;   9.9; 1016.42;   17.8;   51.63;   -999;   -999;-999;eor
       2437;20180703;-999;-999;-999;    3;   0.0;   0;-999;   0;   1.7;  12.0; 1014.15;   16.5;   66.17;   -999;   -999;-999;eor
       2437;20180704;-999;-999;-999;    3;   0.0;   0;-999;   0;   7.0;  14.0; 1011.65;   15.6;   79.08;   -999;   -999;-999;eor
       2437;20180705;-999;-999;-999;    3;   0.0;   0;-999;   0;   7.3;  14.3; 1009.62;   16.3;   77.35;   -999;   -999;-999;eor
       2437;20180706;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  12.0; 1013.59;   16.6;   64.46;   -999;   -999;-999;eor
       2437;20180707;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  11.9; 1017.52;   15.8;   67.42;   -999;   -999;-999;eor
       2437;20180708;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.2; 1019.11;   16.8;   65.92;   -999;   -999;-999;eor
       2437;20180709;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  11.5; 1015.82;   14.3;   71.54;   -999;   -999;-999;eor
       2437;20180710;-999;-999;-999;    3;   1.8;   4;-999;   0;  -999;  11.3; 1013.33;   15.6;   66.21;   -999;   -999;-999;eor
       2437;20180711;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  15.0; 1013.72;   19.5;   67.71;   -999;   -999;-999;eor
       2437;20180712;-999;-999;-999;    3;   4.0;   4;-999;   0;  -999;  15.2; 1013.38;   19.5;   69.38;   -999;   -999;-999;eor
       2437;20180713;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  14.2; 1015.85;   17.6;   71.46;   -999;   -999;-999;eor
       2437;20180714;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.3; 1016.91;   15.8;   69.29;   -999;   -999;-999;eor
       2437;20180715;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.1; 1015.25;   17.8;   66.54;   -999;   -999;-999;eor
       2437;20180716;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  13.1; 1012.37;   20.5;   57.46;   -999;   -999;-999;eor
       2437;20180717;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  13.7; 1010.33;   22.3;   55.42;   -999;   -999;-999;eor
       2437;20180718;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  13.9; 1013.67;   18.7;   67.25;   -999;   -999;-999;eor
       2437;20180719;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  11.9; 1015.56;   17.2;   63.50;   -999;   -999;-999;eor
       2437;20180720;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  10.8; 1012.44;   18.6;   55.21;   -999;   -999;-999;eor
       2437;20180721;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  12.2; 1009.71;   21.0;   51.46;   -999;   -999;-999;eor
       2437;20180722;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  13.6; 1009.85;   21.5;   55.13;   -999;   -999;-999;eor
       2437;20180723;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  16.2; 1013.35;   20.0;   71.25;   -999;   -999;-999;eor
       2437;20180724;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  17.0; 1012.43;   23.5;   62.63;   -999;   -999;-999;eor
       2437;20180725;-999;-999;-999;    3;  30.3;   4;-999;   0;  -999;  19.8; 1013.31;   24.4;   67.54;   -999;   -999;-999;eor
       2437;20180726;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  20.0; 1015.15;   25.0;   65.42;   -999;   -999;-999;eor
       2437;20180727;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  19.9; 1013.65;   24.4;   66.75;   -999;   -999;-999;eor
       2437;20180728;-999;-999;-999;    3;   4.7;   4;-999;-999;  -999;  20.1; 1006.29;   23.3;   73.17;   -999;   -999;-999;eor
       2437;20180729;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.3; 1011.08;   20.8;   60.21;   -999;   -999;-999;eor
       2437;20180730;-999;-999;-999;    3;   0.0;   4;-999;   0;  -999;  17.5; 1012.45;   24.3;   58.42;   -999;   -999;-999;eor
       2437;20180731;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  17.6; 1012.83;   25.1;   57.33;   -999;   -999;-999;eor
       2437;20180801;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  15.9; 1018.49;   20.5;   68.75;   -999;   -999;-999;eor
       2437;20180802;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  14.9; 1020.43;   21.5;   61.13;   -999;   -999;-999;eor
       2437;20180803;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  15.4; 1018.71;   23.0;   58.04;   -999;   -999;-999;eor
       2437;20180804;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  17.4; 1016.26;   21.0;   72.00;   -999;   -999;-999;eor
       2437;20180805;-999;-999;-999;    3;   0.0;   0;-999;-999;  -999;  14.3; 1017.65;   18.0;   71.04;   -999;   -999;-999;eor
       2437;20180806;-999;-999;-999;    3;   0.0;   0;-999;   0;  -999;  13.9; 1014.15;   20.0;   62.88;   -999;   -999;-999;eor
