STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       4280;20180703;   10;   7.4;   1.4;    3;   0.0;   0;-999;-999;   2.5;   9.1;  971.22;   19.5;   46.17;   28.7;    7.2;    6.0;eor
       4280;20180704;   10;  12.3;   1.8;    3;   0.0;   6;-999;-999;   7.3;  14.1;  970.38;   21.2;   59.33;   29.8;   12.7;   11.6;eor
       4280;20180705;   10;  17.9;   2.4;    3;  10.5;   8;-999;-999;   7.0;  16.8;  968.97;   19.0;   78.79;   28.5;   13.2;   11.8;eor
       4280;20180706;   10;   9.3;   3.0;    3;   0.6;   6;-999;-999;   5.7;  16.2;  972.23;   19.2;   75.17;   25.6;   14.1;   11.8;eor
       4280;20180707;   10;   9.6;   2.7;    3;   0.0;   0;-999;-999;   1.9;  11.7;  976.06;   19.0;   56.71;   25.2;   11.3;    9.6;eor
       4280;20180708;   10;   8.8;   2.3;    3;   0.0;   0;-999;-999;   4.5;  11.5;  975.56;   19.4;   55.04;   25.9;   10.7;    9.5;eor
       4280;20180709;   10;   9.1;   2.0;    3;   0.0;   0;-999;-999;   5.3;  12.6;  973.88;   20.4;   54.88;   27.0;   11.5;   10.5;eor
       4280;20180710;   10;   8.3;   2.1;    3;   3.1;   6;-999;-999;   6.5;  12.8;  970.48;   15.7;   72.00;   19.3;    9.4;    8.1;eor
       4280;20180711;   10;   7.8;   2.9;    3;   0.0;   6;-999;-999;   7.6;  11.7;  970.38;   14.8;   70.88;   18.7;    9.3;    8.1;eor
       4280;20180712;   10;   7.7;   2.3;    3;   0.0;   0;-999;-999;   6.4;  12.6;  972.00;   17.8;   63.83;   24.2;   13.0;   12.2;eor
       4280;20180713;   10;   6.4;   1.8;    3;   0.0;   6;-999;-999;   4.2;  13.5;  973.93;   20.3;   59.25;   27.9;   13.3;   11.9;eor
       4280;20180714;   10;  11.7;   1.6;    3;   0.0;   6;-999;-999;   3.2;  13.9;  973.12;   20.3;   62.13;   28.0;   11.5;   10.3;eor
       4280;20180715;   10;   7.4;   1.8;    3;   0.2;   6;-999;-999;   5.0;  14.8;  970.91;   18.8;   70.71;   27.5;   12.1;   10.8;eor
       4280;20180716;   10;   8.0;   1.7;    3;   0.5;   6;-999;-999;   5.5;  15.1;  968.95;   18.9;   71.79;   25.7;   13.3;   11.8;eor
       4280;20180717;   10;  10.7;   2.9;    3;   0.6;   6;-999;-999;   4.6;  13.2;  969.41;   21.2;   57.46;   30.1;   11.1;   10.0;eor
       4280;20180718;   10;  10.2;   3.2;    3;   0.0;   0;-999;-999;   2.5;  12.9;  971.52;   22.2;   50.00;   28.6;   13.4;   11.8;eor
       4280;20180719;   10;   8.1;   1.7;    3;   0.0;   0;-999;-999;   1.2;  11.2;  971.92;   20.1;   51.75;   27.9;   10.4;    9.2;eor
       4280;20180720;   10;   7.3;   1.5;    3;   0.0;   6;-999;-999;   5.0;  12.2;  968.57;   22.2;   49.21;   30.3;   10.7;    9.7;eor
       4280;20180721;   10;   6.0;   1.8;    3;  10.8;   6;-999;-999;   7.9;  18.1;  967.43;   18.6;   84.96;   21.6;   16.7;   16.6;eor
       4280;20180722;   10;   4.4;   1.7;    3;   1.2;   6;-999;-999;   7.9;  18.3;  969.32;   17.8;   89.92;   20.4;   16.3;   16.1;eor
       4280;20180723;   10;   7.4;   2.0;    3;   0.0;   6;-999;-999;   5.7;  17.2;  971.73;   21.7;   69.33;   27.9;   16.2;   16.0;eor
       4280;20180724;   10;   5.8;   1.5;    3;   0.0;   0;-999;-999;   1.4;  16.3;  970.31;   22.9;   62.33;   30.1;   14.6;   13.5;eor
       4280;20180725;   10;   8.8;   1.9;    3;   0.0;   0;-999;-999;   1.5;  15.5;  969.80;   23.8;   57.67;   32.6;   14.5;   13.2;eor
       4280;20180726;   10;   9.5;   1.8;    3;   0.0;   0;-999;-999;   2.8;  14.3;  970.52;   24.0;   52.79;   31.4;   14.6;   13.4;eor
       4280;20180727;   10;  10.3;   1.9;    3;   0.0;   0;-999;-999;   3.6;  15.9;  968.62;   23.3;   58.46;   29.3;   16.0;   14.7;eor
       4280;20180728;   10;  10.5;   3.1;    3;   0.0;   6;-999;-999;   5.0;  16.1;  966.26;   24.0;   57.50;   31.9;   14.4;   13.6;eor
       4280;20180729;   10;   6.9;   1.9;    3;   0.0;   0;-999;-999;   7.4;  15.9;  970.48;   24.4;   54.83;   30.6;   17.5;   16.3;eor
       4280;20180730;   10;   7.5;   1.4;    3;   0.0;   0;-999;-999;   2.2;  14.8;  971.23;   25.3;   50.71;   33.5;   15.7;   14.4;eor
       4280;20180731;   10;  10.7;   1.8;    3;   0.0;   0;-999;-999;   1.4;  14.4;  971.58;   26.9;   45.17;   36.1;   16.6;   14.9;eor
       4280;20180801;   10;  20.4;   3.1;    3;   7.6;   8;-999;-999;   5.1;  17.6;  973.15;   25.0;   59.96;   34.3;   18.5;   17.1;eor
       4280;20180802;   10;  25.8;   2.1;    3;  21.8;   8;-999;-999;   4.9;  20.7;  975.82;   22.6;   76.67;   31.5;   18.1;   17.6;eor
       4280;20180803;   10;   6.5;   1.6;    3;   0.0;   0;-999;-999;   2.1;  19.5;  974.81;   25.6;   63.50;   32.9;   17.1;   16.6;eor
       4280;20180804;   10;   6.8;   1.2;    3;   0.0;   6;-999;-999;   3.3;  21.0;  972.49;   24.5;   70.13;   32.7;   18.5;   17.8;eor
       4280;20180805;   10;   8.1;   2.3;    3;   0.0;   0;-999;-999;   3.9;  17.1;  973.42;   23.7;   61.58;   29.9;   16.8;   15.2;eor
       4280;20180806;   10;   7.1;   1.7;    3;   0.0;   0;-999;-999;   4.5;  14.6;  972.36;   22.8;   56.50;   30.9;   13.4;   12.5;eor
       4280;20180807;   10;   8.1;   2.4;    3;   0.0;   0;-999;-999;   7.3;  15.9;  968.83;   24.9;   51.92;   31.7;   17.2;   16.4;eor
       4280;20180808;   10;   9.9;   2.5;    3;   1.4;   6;-999;-999;   5.1;  18.0;  969.23;   23.6;   62.92;   29.8;   17.9;   16.3;eor
       4280;20180809;   10;  16.7;   3.2;    3;   0.0;   6;-999;-999;   3.0;  16.1;  969.56;   24.2;   57.13;   33.5;   15.9;   14.8;eor
       4280;20180810;   10;  10.3;   3.2;    3;   0.0;   6;-999;-999;   6.3;  12.7;  977.77;   18.9;   59.17;   23.6;   13.0;   11.4;eor
       4280;20180811;   10;  11.7;   3.2;    3;   0.0;   0;-999;-999;   7.1;  11.0;  977.30;   18.2;   56.96;   24.9;   11.1;    9.6;eor
       4280;20180812;   10;   7.3;   1.4;    3;   0.0;   0;-999;-999;   5.2;  10.2;  971.77;   19.5;   49.88;   29.2;    8.4;    7.2;eor
       4280;20180813;   10;  13.6;   2.6;    3;   1.7;   6;-999;-999;   5.0;  14.8;  966.06;   20.5;   63.71;   28.7;   13.0;   11.2;eor
       4280;20180814;   10;  10.5;   3.5;    3;   0.0;   6;-999;-999;   6.1;  14.9;  970.13;   18.8;   70.25;   22.9;   15.7;   14.1;eor
       4280;20180815;   10;   6.3;   1.8;    3;   0.0;   0;-999;-999;   5.0;  14.4;  974.75;   19.0;   67.54;   24.8;   12.9;   11.9;eor
       4280;20180816;   10;   8.3;   1.4;    3;   0.0;   0;-999;-999;  -999;  13.3;  972.16;   20.7;   59.46;   28.8;   10.7;    9.9;eor
       4280;20180817;   10;   9.3;   1.7;    3;   0.0;   0;-999;-999;   5.7;  12.6;  970.52;   22.6;   50.54;   30.9;   12.8;   10.9;eor
       4280;20180818;   10;   7.1;   2.1;    3;   0.0;   0;-999;-999;   5.1;  15.4;  974.94;   22.1;   60.38;   29.4;   15.6;   14.7;eor
       4280;20180819;   10;   7.1;   1.6;    3;   0.0;   0;-999;-999;   4.5;  14.3;  975.15;   22.8;   54.79;   30.6;   14.3;   13.1;eor
       4280;20180820;   10;   8.2;   2.6;    3;   0.0;   0;-999;-999;   2.7;  14.2;  973.85;   23.0;   53.13;   30.2;   16.3;   14.5;eor
       4280;20180821;   10;   6.6;   1.6;    3;   0.0;   0;-999;-999;   1.7;  13.6;  974.51;   21.8;   56.04;   29.3;   13.5;   12.3;eor
       4280;20180822;   10;   6.0;   1.2;    3;   0.0;   0;-999;-999;   2.5;  14.3;  972.21;   23.0;   55.13;   32.4;   13.5;   12.6;eor
       4280;20180823;   10;   7.1;   1.8;    3;   2.8;   6;-999;-999;   7.2;  18.0;  969.03;   20.2;   75.75;   24.6;   16.8;   15.4;eor
       4280;20180824;   10;   9.4;   3.0;    3;   4.1;   6;-999;-999;   7.6;  15.6;  967.51;   17.8;   76.25;   24.0;   13.1;   11.8;eor
       4280;20180825;   10;   8.3;   3.1;    3;   0.7;   6;-999;-999;   7.8;  11.6;  968.57;   13.2;   76.71;   16.0;    9.5;    8.5;eor
       4280;20180826;   10;   7.5;   2.0;    3;   0.0;   0;-999;-999;   5.6;   8.8;  972.00;   12.6;   64.17;   19.9;    6.4;    3.8;eor
       4280;20180827;   10;  10.4;   2.6;    3;   0.0;   6;-999;-999;   6.3;  11.4;  971.16;   16.3;   62.75;   23.4;    5.6;    4.3;eor
       4280;20180828;   10;   6.1;   1.7;    3;   0.0;   0;-999;-999;   4.5;  13.0;  973.88;   18.8;   63.33;   25.5;   10.8;    8.6;eor
       4280;20180829;   10;   8.8;   1.7;    3;   0.7;   6;-999;-999;  -999;  13.8;  969.75;   19.7;   63.67;   29.0;    8.3;    6.7;eor
       4280;20180830;   10;  12.4;   3.6;    3;   0.0;   6;-999;-999;   7.1;  14.1;  973.56;   17.1;   72.38;   20.5;    9.3;    8.2;eor
       4280;20180831;   10;   3.9;   1.2;    3;   0.6;   6;-999;-999;   8.0;  12.8;  975.05;   13.4;   83.08;   17.7;    8.7;    7.9;eor
       4280;20180901;   10;   8.8;   2.9;    3;   5.2;   6;-999;-999;   7.8;  11.5;  977.22;   14.3;   71.33;   17.3;   12.3;   11.6;eor
       4280;20180902;   10;   5.4;   2.0;    3;   3.8;   6;-999;-999;   7.8;  15.2;  975.55;   13.9;   95.33;   15.3;   12.3;   12.1;eor
       4280;20180903;   10;   4.5;   1.8;    3;   0.7;   6;-999;-999;   7.8;  16.7;  971.11;   16.0;   92.00;   19.4;   13.9;   14.1;eor
       4280;20180904;   10;   5.2;   1.9;    3;   0.0;   0;-999;-999;   6.8;  17.0;  970.80;   17.6;   85.71;   22.7;   14.6;   13.4;eor
       4280;20180905;   10;   7.4;   1.1;    3;   0.0;   0;-999;-999;   3.3;  16.0;  971.70;   17.5;   82.25;   24.5;   11.9;   11.0;eor
